Year,Winners,Median,Losers,Annualized_Return_Winners,Annualized_Return_Median,Annualized_Return_Losers,Volatility_Winners,Volatility_Median,Volatility_Losers,Sharpe_Ratio_Winners,Sharpe_Ratio_Median,Sharpe_Ratio_Losers,MDD_Winners,MDD_Median,MDD_Losers
2015,65.59281735979584,65.0545042816762,59.99966432107985,-34.407182640204155,-34.9454957183238,-40.00033567892015,41.527359224292454,42.2066356788076,50.14139356683959,-0.82854251469178,-0.8279621238768932,-0.7977507770221587,-53.13303110279946,-45.0521393962416,-51.238559446348006
2016,132.70579504143578,154.1009392289206,135.20255184391428,102.31757131806911,136.87973789130226,125.33884709820484,59.68495475432746,44.74597852205237,55.73799760375368,1.7142941925519442,3.0590399944844915,2.2487145661250643,-37.49902131609699,-14.86380162471618,-28.740136464550332
2017,157.88492244209937,194.80908712666889,174.9054567168855,18.97364571969273,26.41654755736133,29.36549963850282,31.16006576163757,28.562714927157607,38.35794437957476,0.608909039693105,0.9248612264180921,0.7655649986848531,-25.96942031543631,-21.44295662808965,-31.65844774643631
2018,179.80980413411163,251.99168426069946,164.6436999569131,13.886621567713476,29.353146702468386,-5.867030653356238,36.85537897635747,39.25398955809212,33.68555090994628,0.3767868341991998,0.7477748639798397,-0.17417054181601316,-18.819787853983843,-36.79031609423255,-34.79125078123963
2019,251.68348208994118,286.1593855545451,184.86863287289844,39.97205730907886,13.559059059463749,12.284061231178693,30.433362137882398,32.65373241657175,31.162006486252217,1.3134288984562448,0.4152376483792871,0.3941999446216042,-24.775313042169415,-31.491243233281434,-33.41392199393457
2020,263.641038855596,251.3424408219775,148.32496032063312,4.751029613211434,-12.166976339111239,-19.76737317973783,58.799619937324636,69.26715045167039,73.35571173809541,0.08080034561916599,-0.17565290703853156,-0.2694728564602305,-59.451909733436196,-61.31322409903789,-68.78592236897185
2021,343.6012328425584,207.06822233631425,162.35547190449336,30.329190908232977,-17.615098485107055,9.459305806339382,37.54541272973354,36.67035556732799,36.0447625686502,0.8078001732609592,-0.48036344923804053,0.2624321852120224,-35.82260719912415,-28.722155141919053,-31.291157975909396
2022,320.54146851954863,227.61720945080265,192.54600025538878,-6.711199529827056,9.923776271722334,18.595325428055293,36.6149329759704,39.901717375797745,44.70807224660925,-0.18329132363102982,0.2487054925044797,0.41592769479041003,-35.24573430355187,-37.415619314748696,-36.07927223583942
2023,458.16908133141055,382.7059309231625,195.10049544492307,42.935977503163066,68.13576260185232,1.326693458262476,28.659314297296024,32.450986933884344,31.400758106316562,1.4981508998355215,2.0996514756445515,0.042250363948875456,-24.641220611731637,-18.728789293665965,-26.76387688226725
2024,319.03096572107097,247.5825916069385,145.85141915843957,-30.36829006575759,-35.30735439356263,-25.242927330436498,24.03818563974289,25.460204016976604,30.72654192988927,-1.2633353665240439,-1.3867663578037337,-0.8215349253435323,-34.996007902622836,-35.23457084242911,-27.08389662852044
